Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1761155.1,OZG18167.1,0.00526287892973128,0.136247521302436,0.0386273370658169,48.6816750627117,0.208635418696915,0.0252252420159622,KAF1761155.1,GCK72_009409,KAF1761155.1,remanei_genome_00014912,OZG18167.1,FL83_07436,OZG18167.1,latens_genome_00015320,remanei_genome_00014912_latens_genome_00015320,remanei_genome_00014912,latens_genome_00015320,remanei_genome_00014912_latens_genome_00015320,III,brown
KAF1761160.1,OZG18245.1,0.000000000132119546070253,0.0457138384636272,0.00000000289014334631679,44.5860008491978,0.142169719633367,0.000000000929308620787663,KAF1761160.1,GCK72_009414,KAF1761160.1,remanei_genome_00014915,OZG18245.1,FL83_07430,OZG18245.1,latens_genome_00015325,remanei_genome_00014915_latens_genome_00015325,remanei_genome_00014915,latens_genome_00015325,remanei_genome_00014915_latens_genome_00015325,III,brown
KAF1761161.1,OZG18264.1,0.0177409868875858,0.15964932803356,0.111124720073087,44.8258987867611,0.254695463367086,0.069655684687309,KAF1761161.1,GCK72_009415,KAF1761161.1,remanei_genome_00014916,OZG18264.1,FL83_07429,OZG18264.1,latens_genome_00015326,remanei_genome_00014916_latens_genome_00015326,remanei_genome_00014916,latens_genome_00015326,remanei_genome_00014916_latens_genome_00015326,III,black
KAF1761162.1,OZG18265.1,0.0218698639129108,0.148519897182815,0.147252080884428,47.8240504111015,0.225947574385002,0.0967917623034349,KAF1761162.1,GCK72_009416,KAF1761162.1,remanei_genome_00014917,OZG18265.1,FL83_07428,OZG18265.1,latens_genome_00015327,remanei_genome_00014917_latens_genome_00015327,remanei_genome_00014917,latens_genome_00015327,remanei_genome_00014917_latens_genome_00015327,III,brown
KAF1761163.1,OZG18270.1,0.00212800184540548,0.144665307829659,0.0147098283433038,45.1730440541804,0.237671464827911,0.00895354369505942,KAF1761163.1,GCK72_009417,KAF1761163.1,remanei_genome_00014918,OZG18270.1,FL83_07426,OZG18270.1,latens_genome_00015329,remanei_genome_00014918_latens_genome_00015329,remanei_genome_00014918,latens_genome_00015329,remanei_genome_00014918_latens_genome_00015329,III,turquoise
KAF1761164.1,OZG18267.1,0.00365293675233802,0.120916313847567,0.0302104541240241,44.4338295402314,0.218266420584169,0.0167361371600876,KAF1761164.1,GCK72_009418,KAF1761164.1,remanei_genome_00014919,OZG18267.1,FL83_07425,OZG18267.1,latens_genome_00015330,remanei_genome_00014919_latens_genome_00015330,remanei_genome_00014919,latens_genome_00015330,remanei_genome_00014919_latens_genome_00015330,III,turquoise
KAF1761165.1,OZG18268.1,0.00494204879683896,0.124315631539968,0.0397540416729497,53.7073011180997,0.167170738957523,0.0295628818037031,KAF1761165.1,GCK72_009419,KAF1761165.1,remanei_genome_00014920,OZG18268.1,FL83_07424,OZG18268.1,latens_genome_00015331,remanei_genome_00014920_latens_genome_00015331,remanei_genome_00014920,latens_genome_00015331,remanei_genome_00014920_latens_genome_00015331,III,turquoise
KAF1761166.1,OZG18198.1,0.0113674129493674,0.124331549080724,0.091428225847866,50.068459486241,0.188570091017398,0.0602821629243346,KAF1761166.1,GCK72_009420,KAF1761166.1,remanei_genome_00014921,OZG18198.1,FL83_07423,OZG18198.1,latens_genome_00015332,remanei_genome_00014921_latens_genome_00015332,remanei_genome_00014921,latens_genome_00015332,remanei_genome_00014921_latens_genome_00015332,III,turquoise
KAF1761167.1,OZG18266.1,0.000893158221315788,0.0838202012606068,0.0106556439603247,45.9807657007928,0.17207983046584,0.00519037134624032,KAF1761167.1,GCK72_009421,KAF1761167.1,remanei_genome_00014923,OZG18266.1,FL83_07422,OZG18266.1,latens_genome_00015334,remanei_genome_00014923_latens_genome_00015334,remanei_genome_00014923,latens_genome_00015334,remanei_genome_00014923_latens_genome_00015334,III,turquoise
KAF1761168.1,OZG18196.1,0.00531172488852932,0.160371975487799,0.0331212786546578,42.83761021187,0.267102169334357,0.0198864910074172,KAF1761168.1,GCK72_009422,KAF1761168.1,remanei_genome_00014924,OZG18196.1,FL83_07421,OZG18196.1,latens_genome_00015335,remanei_genome_00014924_latens_genome_00015335,remanei_genome_00014924,latens_genome_00015335,remanei_genome_00014924_latens_genome_00015335,III,brown
KAF1761169.1,OZG18201.1,0.0159384729017896,0.130621134479745,0.122020628325359,49.059721945414,0.200787462050836,0.0793798215236878,KAF1761169.1,GCK72_009423,KAF1761169.1,remanei_genome_00014925,OZG18201.1,FL83_07419,OZG18201.1,latens_genome_00015336,remanei_genome_00014925_latens_genome_00015336,remanei_genome_00014925,latens_genome_00015336,remanei_genome_00014925_latens_genome_00015336,III,turquoise
KAF1761171.1,OZG18200.1,0.00592142935041614,0.14668725861763,0.0403677143210613,52.5150665334344,0.196548461037895,0.0301270705410127,KAF1761171.1,GCK72_009425,KAF1761171.1,remanei_genome_00014927,OZG18200.1,FL83_07418,OZG18200.1,latens_genome_00015338,remanei_genome_00014927_latens_genome_00015338,remanei_genome_00014927,latens_genome_00015338,remanei_genome_00014927_latens_genome_00015338,III,turquoise
KAF1761172.1,OZG18208.1,0.0152227703069366,0.110151474695096,0.138198515717323,49.7556698869517,0.176228105944618,0.0863810583751071,KAF1761172.1,GCK72_009426,KAF1761172.1,remanei_genome_00014928,OZG18208.1,FL83_07417,OZG18208.1,latens_genome_00015339,remanei_genome_00014928_latens_genome_00015339,remanei_genome_00014928,latens_genome_00015339,remanei_genome_00014928_latens_genome_00015339,III,green
KAF1761173.1,OZG18207.1,0.00284640696903821,0.168220901832155,0.0169206498005715,49.5909794283746,0.235265326680078,0.0120987100360473,KAF1761173.1,GCK72_009427,KAF1761173.1,remanei_genome_00014929,OZG18207.1,FL83_07416,OZG18207.1,latens_genome_00015340,remanei_genome_00014929_latens_genome_00015340,remanei_genome_00014929,latens_genome_00015340,remanei_genome_00014929_latens_genome_00015340,III,turquoise
KAF1761174.1,OZG18204.1,0.0108977592807296,0.0918862170483601,0.118600587017246,53.854692802376,0.133875186076766,0.0814023838180189,KAF1761174.1,GCK72_009428,KAF1761174.1,remanei_genome_00014930,OZG18204.1,FL83_07414,OZG18204.1,latens_genome_00015342,remanei_genome_00014930_latens_genome_00015342,remanei_genome_00014930,latens_genome_00015342,remanei_genome_00014930_latens_genome_00015342,III,turquoise
KAF1761176.1,OZG18212.1,0.0109909881533175,0.126812965337498,0.086670855176884,48.8234051528284,0.198367994361211,0.0554070639707324,KAF1761176.1,GCK72_009430,KAF1761176.1,remanei_genome_00014931,OZG18212.1,FL83_07413,OZG18212.1,latens_genome_00015343,remanei_genome_00014931_latens_genome_00015343,remanei_genome_00014931,latens_genome_00015343,remanei_genome_00014931_latens_genome_00015343,III,turquoise
KAF1761177.1,OZG18211.1,0.0096704849347517,0.172738854013586,0.0559832643904832,52.4045281592348,0.223249628557533,0.0433169138835075,KAF1761177.1,GCK72_009431,KAF1761177.1,remanei_genome_00014932,OZG18211.1,FL83_07412,OZG18211.1,latens_genome_00015344,remanei_genome_00014932_latens_genome_00015344,remanei_genome_00014932,latens_genome_00015344,remanei_genome_00014932_latens_genome_00015344,III,turquoise
KAF1761179.1,OZG18209.1,0.0125818907118905,0.142422149090814,0.0883422332285398,50.0752637174865,0.206620706370827,0.0608936583989287,KAF1761179.1,GCK72_009433,KAF1761179.1,remanei_genome_00014933,OZG18209.1,FL83_07410,OZG18209.1,latens_genome_00015346,remanei_genome_00014933_latens_genome_00015346,remanei_genome_00014933,latens_genome_00015346,remanei_genome_00014933_latens_genome_00015346,III,green
KAF1761180.1,OZG18133.1,0.00381937911838431,0.0990361896655113,0.0385654893558004,48.6552909635071,0.17157913163592,0.0222601611394607,KAF1761180.1,GCK72_009434,KAF1761180.1,remanei_genome_00014934,OZG18133.1,FL83_07409,OZG18133.1,latens_genome_00015347,remanei_genome_00014934_latens_genome_00015347,remanei_genome_00014934,latens_genome_00015347,remanei_genome_00014934_latens_genome_00015347,III,magenta
KAF1761184.1,OZG18132.1,0.00554231318560943,0.0799202954182629,0.0693480067435153,39.6635031700135,0.205302938849869,0.0269957810475491,KAF1761184.1,GCK72_009438,KAF1761184.1,remanei_genome_00014938,OZG18132.1,FL83_07404,OZG18132.1,latens_genome_00015352,remanei_genome_00014938_latens_genome_00015352,remanei_genome_00014938,latens_genome_00015352,remanei_genome_00014938_latens_genome_00015352,III,red
KAF1761185.1,OZG18125.1,0.00732823899219233,0.153383341071837,0.047777281033148,42.3324151155326,0.263082283590316,0.0278553116241161,KAF1761185.1,GCK72_009439,KAF1761185.1,remanei_genome_00014939,OZG18125.1,FL83_07403,OZG18125.1,latens_genome_00015353,remanei_genome_00014939_latens_genome_00015353,remanei_genome_00014939,latens_genome_00015353,remanei_genome_00014939_latens_genome_00015353,III,turquoise
KAF1761186.1,OZG18127.1,0.0180893424207489,0.12167801539193,0.148665659630314,49.9487339910461,0.186620117017587,0.0969313636163038,KAF1761186.1,GCK72_009440,KAF1761186.1,remanei_genome_00014941,OZG18127.1,FL83_07401,OZG18127.1,latens_genome_00015355,remanei_genome_00014941_latens_genome_00015355,remanei_genome_00014941,latens_genome_00015355,remanei_genome_00014941_latens_genome_00015355,III,blue
KAF1761191.1,OZG18152.1,0.0048831790931984,0.133886528775989,0.0364725199603065,48.1390923119304,0.209462881150468,0.0233128612877742,KAF1761191.1,GCK72_009445,KAF1761191.1,remanei_genome_00014944,OZG18152.1,FL83_07396,OZG18152.1,latens_genome_00015359,remanei_genome_00014944_latens_genome_00015359,remanei_genome_00014944,latens_genome_00015359,remanei_genome_00014944_latens_genome_00015359,III,turquoise
KAF1761193.1,OZG18153.1,0.0507101559947971,0.195922280369466,0.258827918392789,53.3573156644023,0.240834056306546,0.210560569267042,KAF1761193.1,GCK72_009447,KAF1761193.1,remanei_genome_00014946,OZG18153.1,FL83_07395,OZG18153.1,latens_genome_00015360,remanei_genome_00014946_latens_genome_00015360,remanei_genome_00014946,latens_genome_00015360,remanei_genome_00014946_latens_genome_00015360,III,turquoise
KAF1761195.1,OZG18154.1,0.00666715313040177,0.129708542210103,0.0514010335541531,60.9146825861976,0.130209904873268,0.0512031180492056,KAF1761195.1,GCK72_009449,KAF1761195.1,remanei_genome_00014948,OZG18154.1,FL83_07394,OZG18154.1,latens_genome_00015361,remanei_genome_00014948_latens_genome_00015361,remanei_genome_00014948,latens_genome_00015361,remanei_genome_00014948_latens_genome_00015361,III,yellow
KAF1761201.1,OZG18233.1,0.000000000131481429525524,0.108010522013284,0.00000000121730204682608,51.9724630125136,0.161060301468028,0.000000000816349083710267,KAF1761201.1,GCK72_009455,KAF1761201.1,remanei_genome_00014951,OZG18233.1,FL83_07388,OZG18233.1,latens_genome_00015367,remanei_genome_00014951_latens_genome_00015367,remanei_genome_00014951,latens_genome_00015367,remanei_genome_00014951_latens_genome_00015367,III,turquoise
KAF1761204.1,OZG18224.1,0.00479092674911023,0.128099077928353,0.0374001657669218,48.5088545370234,0.201502544772807,0.0237760111392736,KAF1761204.1,GCK72_009458,KAF1761204.1,remanei_genome_00014952,OZG18224.1,FL83_07385,OZG18224.1,latens_genome_00015369,remanei_genome_00014952_latens_genome_00015369,remanei_genome_00014952,latens_genome_00015369,remanei_genome_00014952_latens_genome_00015369,III,magenta
KAF1761205.1,OZG18223.1,0.012966550201162,0.0820302222455826,0.158070401934822,39.8607565790526,0.206253717854175,0.0628669889496469,KAF1761205.1,GCK72_009459,KAF1761205.1,remanei_genome_00014953,OZG18223.1,FL83_07384,OZG18223.1,latens_genome_00015370,remanei_genome_00014953_latens_genome_00015370,remanei_genome_00014953,latens_genome_00015370,remanei_genome_00014953_latens_genome_00015370,III,magenta
KAF1761206.1,OZG18231.1,0.202303130807974,0.220641053828911,0.916887982980917,52.4992218782778,0.270595366414524,0.747622302216612,KAF1761206.1,GCK72_009460,KAF1761206.1,remanei_genome_00014954,OZG18231.1,FL83_07382,OZG18231.1,latens_genome_00015372,remanei_genome_00014954_latens_genome_00015372,remanei_genome_00014954,latens_genome_00015372,remanei_genome_00014954_latens_genome_00015372,III,green
KAF1761207.1,OZG18230.1,0.0461600589782506,0.165610376508093,0.278726852456584,57.1472783207146,0.188250664293113,0.245205291315083,KAF1761207.1,GCK72_009461,KAF1761207.1,remanei_genome_00014955,OZG18230.1,FL83_07381,OZG18230.1,latens_genome_00015373,remanei_genome_00014955_latens_genome_00015373,remanei_genome_00014955,latens_genome_00015373,remanei_genome_00014955_latens_genome_00015373,III,turquoise
KAF1761214.1,OZG18180.1,0.00487568470616138,0.193464320781004,0.0252019839445254,46.6024500142442,0.278070659419299,0.0175339775736979,KAF1761214.1,GCK72_009468,KAF1761214.1,remanei_genome_00014958,OZG18180.1,FL83_07374,OZG18180.1,latens_genome_00015377,remanei_genome_00014958_latens_genome_00015377,remanei_genome_00014958,latens_genome_00015377,remanei_genome_00014958_latens_genome_00015377,III,turquoise
KAF1761215.1,OZG18184.1,0.00551641008550113,0.129590007319961,0.0425681748121285,47.1067570563982,0.211232815883461,0.0261153081846174,KAF1761215.1,GCK72_009469,KAF1761215.1,remanei_genome_00014959,OZG18184.1,FL83_07373,OZG18184.1,latens_genome_00015378,remanei_genome_00014959_latens_genome_00015378,remanei_genome_00014959,latens_genome_00015378,remanei_genome_00014959_latens_genome_00015378,III,turquoise
KAF1761216.1,OZG18186.1,0.00577572771086075,0.0909291882380469,0.0635189626431093,45.6966540268158,0.180858382648705,0.0319350843807964,KAF1761216.1,GCK72_009470,KAF1761216.1,remanei_genome_00014960,OZG18186.1,FL83_07372,OZG18186.1,latens_genome_00015379,remanei_genome_00014960_latens_genome_00015379,remanei_genome_00014960,latens_genome_00015379,remanei_genome_00014960_latens_genome_00015379,III,brown
KAF1761217.1,OZG18182.1,0.00858857675382538,0.0997548202882218,0.0860968595703986,44.7952136972538,0.194981274709132,0.0440482131765606,KAF1761217.1,GCK72_009471,KAF1761217.1,remanei_genome_00014961,OZG18182.1,FL83_07371,OZG18182.1,latens_genome_00015380,remanei_genome_00014961_latens_genome_00015380,remanei_genome_00014961,latens_genome_00015380,remanei_genome_00014961_latens_genome_00015380,III,grey
KAF1761218.1,OZG18183.1,0.00115268096165849,0.136230731937516,0.00846124031827989,47.8532864015504,0.213486605595989,0.00539931279735588,KAF1761218.1,GCK72_009472,KAF1761218.1,remanei_genome_00014962,OZG18183.1,FL83_07370,OZG18183.1,latens_genome_00015381,remanei_genome_00014962_latens_genome_00015381,remanei_genome_00014962,latens_genome_00015381,remanei_genome_00014962_latens_genome_00015381,III,blue
KAF1761221.1,OZF91113.1,0.00266229976390602,0.117083866531033,0.022738399770906,53.1215462109834,0.163381127514961,0.0162950262640477,KAF1761221.1,GCK72_009475,KAF1761221.1,remanei_genome_00014965,OZF91113.1,FL83_21740,OZF91113.1,latens_genome_00015384,remanei_genome_00014965_latens_genome_00015384,remanei_genome_00014965,latens_genome_00015384,remanei_genome_00014965_latens_genome_00015384,III,magenta
KAF1761223.1,OZF91105.1,0.000000000130443834613744,0.120132119872095,0.00000000108583645034008,49.7326353302852,0.186344112311793,0.000000000700015863101078,KAF1761223.1,GCK72_009477,KAF1761223.1,remanei_genome_00014967,OZF91105.1,FL83_21739,OZF91105.1,latens_genome_00015385,remanei_genome_00014967_latens_genome_00015385,remanei_genome_00014967,latens_genome_00015385,remanei_genome_00014967_latens_genome_00015385,III,turquoise
KAF1761224.1,OZF91106.1,0.00104787646849149,0.043069075302961,0.0243301362084142,53.322959446937,0.0881827434906027,0.0118830105189816,KAF1761224.1,GCK72_009478,KAF1761224.1,remanei_genome_00014968,OZF91106.1,FL83_21738,OZF91106.1,latens_genome_00015386,remanei_genome_00014968_latens_genome_00015386,remanei_genome_00014968,latens_genome_00015386,remanei_genome_00014968_latens_genome_00015386,III,yellow
KAF1761225.1,OZF91110.1,0.0773329567987073,0.135300492145809,0.57156449006385,52.4038507820962,0.185815247255868,0.416181976133636,KAF1761225.1,GCK72_009479,KAF1761225.1,remanei_genome_00014969,OZF91110.1,FL83_21736,OZF91110.1,latens_genome_00015388,remanei_genome_00014969_latens_genome_00015388,remanei_genome_00014969,latens_genome_00015388,remanei_genome_00014969_latens_genome_00015388,III,turquoise
KAF1761226.1,OZF91107.1,0.0087540197499469,0.124414216503699,0.0703618926835955,53.1251064297263,0.170690556075799,0.0512859056247932,KAF1761226.1,GCK72_009480,KAF1761226.1,remanei_genome_00014970,OZF91107.1,FL83_21735,OZF91107.1,latens_genome_00015389,remanei_genome_00014970_latens_genome_00015389,remanei_genome_00014970,latens_genome_00015389,remanei_genome_00014970_latens_genome_00015389,III,green
KAF1761234.1,OZF91104.1,0.121506725135163,0.0845143377073584,1.43770546431891,51.1937150016147,0.14214038312327,0.854836060416324,KAF1761234.1,GCK72_009488,KAF1761234.1,remanei_genome_00014976,OZF91104.1,FL83_21730,OZF91104.1,latens_genome_00015395,remanei_genome_00014976_latens_genome_00015395,remanei_genome_00014976,latens_genome_00015395,remanei_genome_00014976_latens_genome_00015395,III,turquoise
KAF1761235.1,OZF91122.1,0.00649488205560654,0.169408806061606,0.0383385150193706,41.5070285325368,0.283958083311865,0.0228726788822326,KAF1761235.1,GCK72_009489,KAF1761235.1,remanei_genome_00014977,OZF91122.1,FL83_21729,OZF91122.1,latens_genome_00015396,remanei_genome_00014977_latens_genome_00015396,remanei_genome_00014977,latens_genome_00015396,remanei_genome_00014977_latens_genome_00015396,III,blue
KAF1761237.1,OZF91118.1,0.0376441636379125,0.137387543030692,0.273999831480375,51.9451510262064,0.190597819734252,0.19750574109609,KAF1761237.1,GCK72_009491,KAF1761237.1,remanei_genome_00014979,OZF91118.1,FL83_21727,OZF91118.1,latens_genome_00015398,remanei_genome_00014979_latens_genome_00015398,remanei_genome_00014979,latens_genome_00015398,remanei_genome_00014979_latens_genome_00015398,III,turquoise
KAF1761239.1,OZF91120.1,0.0156480952836263,0.142195408559875,0.110046417406208,44.4805133505532,0.23927118068615,0.0653989972329838,KAF1761239.1,GCK72_009493,KAF1761239.1,remanei_genome_00014983,OZF91120.1,FL83_21725,OZF91120.1,latens_genome_00015400,remanei_genome_00014983_latens_genome_00015400,remanei_genome_00014983,latens_genome_00015400,remanei_genome_00014983_latens_genome_00015400,III,blue
KAF1761242.1,OZF76813.1,0.0092473022178001,0.11250276979647,0.0821962182311555,38.5710929292676,0.244304896463205,0.0378514812910958,KAF1761242.1,GCK72_009496,KAF1761242.1,remanei_genome_00014986,OZF76813.1,FL83_24783,OZF76813.1,latens_genome_00015402,remanei_genome_00014986_latens_genome_00015402,remanei_genome_00014986,latens_genome_00015402,remanei_genome_00014986_latens_genome_00015402,III,blue
KAF1761244.1,OZF83928.1,0.0114386328979627,0.144647750388235,0.0790792312169489,41.7125037553669,0.257989564820046,0.0443375797232009,KAF1761244.1,GCK72_009498,KAF1761244.1,remanei_genome_00014987,OZF83928.1,FL83_23728,OZF83928.1,latens_genome_00015403,remanei_genome_00014987_latens_genome_00015403,remanei_genome_00014987,latens_genome_00015403,remanei_genome_00014987_latens_genome_00015403,III,red
KAF1761246.1,OZF83929.1,0.000000000129636771084834,0.0689429744850963,0.000000001880347809955,38.3474925439862,0.202059075399914,0.000000000641578562250954,KAF1761246.1,GCK72_009500,KAF1761246.1,remanei_genome_00014988,OZF83929.1,FL83_23729,OZF83929.1,latens_genome_00015404,remanei_genome_00014988_latens_genome_00015404,remanei_genome_00014988,latens_genome_00015404,remanei_genome_00014988_latens_genome_00015404,III,green
KAF1761247.1,OZF83926.1,0.00264425972015572,0.0756488481094731,0.0349543950269957,46.9423217492097,0.158257950889548,0.0167085426374642,KAF1761247.1,GCK72_009501,KAF1761247.1,remanei_genome_00014989,OZF83926.1,FL83_23730,OZF83926.1,latens_genome_00015405,remanei_genome_00014989_latens_genome_00015405,remanei_genome_00014989,latens_genome_00015405,remanei_genome_00014989_latens_genome_00015405,III,turquoise
KAF1761248.1,OZF83925.1,0.00249944847677173,0.0726319855552029,0.034412503770423,58.0662734890616,0.0898718533731415,0.0278112488277525,KAF1761248.1,GCK72_009502,KAF1761248.1,remanei_genome_00014990,OZF83925.1,FL83_23731,OZF83925.1,latens_genome_00015406,remanei_genome_00014990_latens_genome_00015406,remanei_genome_00014990,latens_genome_00015406,remanei_genome_00014990_latens_genome_00015406,III,magenta
KAF1761249.1,OZF83924.1,0.00190820685008627,0.1426902917014,0.0133730671325522,49.00404933785,0.213183776010484,0.00895099470417687,KAF1761249.1,GCK72_009503,KAF1761249.1,remanei_genome_00014991,OZF83924.1,FL83_23732,OZF83924.1,latens_genome_00015407,remanei_genome_00014991_latens_genome_00015407,remanei_genome_00014991,latens_genome_00015407,remanei_genome_00014991_latens_genome_00015407,III,turquoise
KAF1761250.1,OZF83927.1,0.046003122370709,0.17222584083454,0.267109291775239,57.6398703523539,0.191971441101153,0.239635240048384,KAF1761250.1,GCK72_009504,KAF1761250.1,remanei_genome_00014992,OZF83927.1,FL83_23734,OZF83927.1,latens_genome_00015408,remanei_genome_00014992_latens_genome_00015408,remanei_genome_00014992,latens_genome_00015408,remanei_genome_00014992_latens_genome_00015408,III,turquoise
KAF1761251.1,OZF83923.1,0.0046878642286738,0.157138196713116,0.0298327480315453,44.8020002520968,0.252324770351685,0.0185786921440172,KAF1761251.1,GCK72_009505,KAF1761251.1,remanei_genome_00014993,OZF83923.1,FL83_23733,OZF83923.1,latens_genome_00015409,remanei_genome_00014993_latens_genome_00015409,remanei_genome_00014993,latens_genome_00015409,remanei_genome_00014993_latens_genome_00015409,III,yellow
KAF1761252.1,OZF82908.1,0.00393003379197822,0.133406254069064,0.0294591420724824,50.8537894712772,0.193029851468472,0.0203597203338268,KAF1761252.1,GCK72_009506,KAF1761252.1,remanei_genome_00014994,OZF82908.1,FL83_23849,OZF82908.1,latens_genome_00015410,remanei_genome_00014994_latens_genome_00015410,remanei_genome_00014994,latens_genome_00015410,remanei_genome_00014994_latens_genome_00015410,III,yellow
KAF1761254.1,OZF82910.1,0.0130647913186024,0.144983062608042,0.0901125351029639,51.3123218200548,0.201912122171799,0.0647053340734346,KAF1761254.1,GCK72_009508,KAF1761254.1,remanei_genome_00014996,OZF82910.1,FL83_23847,OZF82910.1,latens_genome_00015412,remanei_genome_00014996_latens_genome_00015412,remanei_genome_00014996,latens_genome_00015412,remanei_genome_00014996_latens_genome_00015412,III,turquoise
KAF1761255.1,OZF82909.1,0.015523763720949,0.0963253155587597,0.161159749447997,53.3830924249261,0.141085615909227,0.110030803784681,KAF1761255.1,GCK72_009509,KAF1761255.1,remanei_genome_00014997,OZF82909.1,FL83_23848,OZF82909.1,latens_genome_00015411,remanei_genome_00014997_latens_genome_00015411,remanei_genome_00014997,latens_genome_00015411,remanei_genome_00014997_latens_genome_00015411,III,yellow
KAF1761256.1,OZF85459.1,0.00986148978231142,0.119540454300042,0.0824950000404005,50.1081762864341,0.183545602843389,0.0537277364836998,KAF1761256.1,GCK72_009510,KAF1761256.1,remanei_genome_00014998,OZF85459.1,FL83_23438,OZF85459.1,latens_genome_00015413,remanei_genome_00014998_latens_genome_00015413,remanei_genome_00014998,latens_genome_00015413,remanei_genome_00014998_latens_genome_00015413,III,yellow
KAF1761258.1,OZF85462.1,0.00203808385331241,0.0930466558173433,0.0219038914984038,50.3071235217179,0.155882702869379,0.0130744708411953,KAF1761258.1,GCK72_009512,KAF1761258.1,remanei_genome_00015000,OZF85462.1,FL83_23434,OZF85462.1,latens_genome_00015415,remanei_genome_00015000_latens_genome_00015415,remanei_genome_00015000,latens_genome_00015415,remanei_genome_00015000_latens_genome_00015415,III,turquoise
KAF1761259.1,OZF85467.1,0.00670836979348209,0.0967558936623767,0.0693329319750847,57.0928958889972,0.119715756544438,0.0560358133892924,KAF1761259.1,GCK72_009513,KAF1761259.1,remanei_genome_00015001,OZF85467.1,FL83_23433,OZF85467.1,latens_genome_00015416,remanei_genome_00015001_latens_genome_00015416,remanei_genome_00015001,latens_genome_00015416,remanei_genome_00015001_latens_genome_00015416,III,turquoise
KAF1761262.1,OZF85465.1,0.00833960305004109,0.105600663473161,0.0789730175526848,49.2867586639768,0.174432823389821,0.047809826659767,KAF1761262.1,GCK72_009516,KAF1761262.1,remanei_genome_00015003,OZF85465.1,FL83_23430,OZF85465.1,latens_genome_00015418,remanei_genome_00015003_latens_genome_00015418,remanei_genome_00015003,latens_genome_00015418,remanei_genome_00015003_latens_genome_00015418,III,turquoise
KAF1761263.1,OZG01909.1,0.0169001708867086,0.148655837308738,0.113686560801573,50.5970642593871,0.209788065012305,0.0805583048097485,KAF1761263.1,GCK72_009517,KAF1761263.1,remanei_genome_00015004,OZG01909.1,FL83_18388,OZG01909.1,latens_genome_00015420,remanei_genome_00015004_latens_genome_00015420,remanei_genome_00015004,latens_genome_00015420,remanei_genome_00015004_latens_genome_00015420,III,green
KAF1761265.1,OZG01904.1,0.014558557475368,0.141991304438852,0.102531331287527,49.1827368825668,0.211434742112661,0.0688560325039232,KAF1761265.1,GCK72_009519,KAF1761265.1,remanei_genome_00015007,OZG01904.1,FL83_18385,OZG01904.1,latens_genome_00015424,remanei_genome_00015007_latens_genome_00015424,remanei_genome_00015007,latens_genome_00015424,remanei_genome_00015007_latens_genome_00015424,III,turquoise
KAF1761268.1,OZG01908.1,0.0231767390987015,0.126665027599367,0.182976623760806,52.7685819650161,0.175036461796868,0.132410920906288,KAF1761268.1,GCK72_009522,KAF1761268.1,remanei_genome_00015009,OZG01908.1,FL83_18383,OZG01908.1,latens_genome_00015426,remanei_genome_00015009_latens_genome_00015426,remanei_genome_00015009,latens_genome_00015426,remanei_genome_00015009_latens_genome_00015426,III,turquoise
KAF1761269.1,OZG01902.1,0.0160650920973197,0.113426421573862,0.141634478760826,49.3263580784852,0.182025877907129,0.0882571878352167,KAF1761269.1,GCK72_009523,KAF1761269.1,remanei_genome_00015010,OZG01902.1,FL83_18381,OZG01902.1,latens_genome_00015428,remanei_genome_00015010_latens_genome_00015428,remanei_genome_00015010,latens_genome_00015428,remanei_genome_00015010_latens_genome_00015428,III,green
KAF1761272.1,OZG01899.1,0.0058136435067654,0.113909512294086,0.0510373838820062,43.7033745722437,0.215552093822771,0.0269709442560342,KAF1761272.1,GCK72_009527,KAF1761272.1,remanei_genome_00015013,OZG01899.1,FL83_18377,OZG01899.1,latens_genome_00015432,remanei_genome_00015013_latens_genome_00015432,remanei_genome_00015013,latens_genome_00015432,remanei_genome_00015013_latens_genome_00015432,III,turquoise
KAF1761273.1,OZG01893.1,0.0329034971142599,0.153907534687409,0.213787435300604,54.2966921138982,0.193299121281613,0.170220624367576,KAF1761273.1,GCK72_009528,KAF1761273.1,remanei_genome_00015014,OZG01893.1,FL83_18376,OZG01893.1,latens_genome_00015433,remanei_genome_00015014_latens_genome_00015433,remanei_genome_00015014,latens_genome_00015433,remanei_genome_00015014_latens_genome_00015433,III,green
KAF1761274.1,OZG01898.1,0.0048762073206897,0.0964902006913224,0.0505357775789996,49.2155504275443,0.165740811536884,0.0294206796471764,KAF1761274.1,GCK72_009529,KAF1761274.1,remanei_genome_00015015,OZG01898.1,FL83_18375,OZG01898.1,latens_genome_00015434,remanei_genome_00015015_latens_genome_00015434,remanei_genome_00015015,latens_genome_00015434,remanei_genome_00015015_latens_genome_00015434,III,turquoise
